Dmax_est,Dmax_true,Rg_guinier,Rg_true,dmax_over_rg,in_window,method,nchannel_max,noise,params,rel_err,rg_gui_err,seed,shape,time_ms,x_converged,x_nmax,x_nsol,x_rg_nn,x_sigma
5.84084618454364,6.0,2.3765283893366154,2.3237900077754694,2.581988897414923,True,shannon_ex,7,0.02,,-0.026525635909393348,0.02269498594308513,2,sphere,20.04443499754416,True,7,4,,0.030209270101078545
7.053634035370798,6.0,2.3765283893366154,2.3237900077754694,2.581988897414923,True,dnn,7,0.02,,0.1756056725617996,0.02269498594308513,2,sphere,0.3730349999386817,,,,2.306954849454658,
7.1295851680098465,6.0,2.3765283893366154,2.3237900077754694,2.581988897414923,True,three_rg,7,0.02,,0.18826419466830777,0.02269498594308513,2,sphere,0.0023140019038692117,,,,,
7.726674000183824,6.0,2.391912289810318,2.3237900077754694,2.581988897414923,True,shannon,7,0.05,,0.2877790000306373,0.02931516264675786,0,sphere,18.674804996408056,True,9,3,,0.0007973040966033906
5.850722292076685,6.0,2.391912289810318,2.3237900077754694,2.581988897414923,True,shannon_ex,7,0.05,,-0.0248796179872192,0.02931516264675786,0,sphere,19.595851998019498,True,7,4,,0.04124727263801109
7.063151772131043,6.0,2.391912289810318,2.3237900077754694,2.581988897414923,True,dnn,7,0.05,,0.1771919620218405,0.02931516264675786,0,sphere,0.25311699573649094,,,,2.307116517866287,
7.1757368694309545,6.0,2.391912289810318,2.3237900077754694,2.581988897414923,True,three_rg,7,0.05,,0.19595614490515909,0.02931516264675786,0,sphere,0.0016260019037872553,,,,,
8.125486416951635,6.0,2.3923116198886345,2.3237900077754694,2.581988897414923,True,shannon,7,0.05,,0.3542477361586058,0.029487006951527367,1,sphere,18.539471995609347,True,10,2,,0.0035884674298323205
5.8327129195164265,6.0,2.3923116198886345,2.3237900077754694,2.581988897414923,True,shannon_ex,7,0.05,,-0.02788118008059559,0.029487006951527367,1,sphere,17.905437998706475,True,7,3,,0.02168870673923573
7.049125699754741,6.0,2.3923116198886345,2.3237900077754694,2.581988897414923,True,dnn,7,0.05,,0.1748542832924569,0.029487006951527367,1,sphere,0.2439720046822913,,,,2.3067824297734814,
7.176934859665904,6.0,2.3923116198886345,2.3237900077754694,2.581988897414923,True,three_rg,7,0.05,,0.19615580994431733,0.029487006951527367,1,sphere,0.0017749989638105035,,,,,
8.040557128037054,6.0,2.391599383711144,2.3237900077754694,2.581988897414923,True,shannon,7,0.05,,0.3400928546728424,0.02918050930109108,2,sphere,17.085382001823746,True,10,1,,0.0
6.175471945663279,6.0,2.391599383711144,2.3237900077754694,2.581988897414923,True,shannon_ex,7,0.05,,0.029245324277213196,0.02918050930109108,2,sphere,16.72992199746659,True,7,4,,0.027885480093303272
7.055309268583539,6.0,2.391599383711144,2.3237900077754694,2.581988897414923,True,dnn,7,0.05,,0.17588487809725648,0.02918050930109108,2,sphere,0.22035300207789987,,,,2.307141028865379,
7.174798151133432,6.0,2.391599383711144,2.3237900077754694,2.581988897414923,True,three_rg,7,0.05,,0.195799691855572,0.02918050930109108,2,sphere,0.0017450001905672252,,,,,
7.983427849049975,6.0,2.3909637163971498,2.3237900077754694,2.581988897414923,True,shannon,7,0.1,,0.33057130817499586,0.028906961643227303,0,sphere,16.503070000908338,True,10,3,,0.007172891149190619
5.921946455814997,6.0,2.3909637163971498,2.3237900077754694,2.581988897414923,True,shannon_ex,7,0.1,,-0.013008924030833905,0.028906961643227303,0,sphere,16.151846997672692,True,7,5,,0.023237900077752727
7.07368119961923,6.0,2.3909637163971498,2.3237900077754694,2.581988897414923,True,dnn,7,0.1,,0.17894686660320502,0.028906961643227303,0,sphere,0.22066800011089072,,,,2.3073974751251076,
7.172891149191449,6.0,2.3909637163971498,2.3237900077754694,2.581988897414923,True,three_rg,7,0.1,,0.1954818581985749,0.028906961643227303,0,sphere,0.001353000698145479,,,,,
7.995047955672048,6.0,2.3946231241248905,2.3237900077754694,2.581988897414923,True,shannon,7,0.1,,0.332507992612008,0.030481719997250807,1,sphere,18.0040210034349,True,10,4,,0.0017959673430940626
